reference_id,target,booking_source,car_price,payment_mode_percent,token_type,emirates_of_registration,customer_nationality,test_drive_type,customer_age,customer_salary_bank,customer_salary,existing_emi,car_type,odo,model_year,car_age,loan_tenure,car_emi,new_emi,dbr,country_code_column,api_1_data_phone_basic_phoneValid,api_1_data_phone_basic_phoneDisposable,api_1_data_phone_basic_ported,api_1_data_phone_basic_portedHistory_changeInCarrierRegion,api_1_data_phone_social_profiles_emailProvider_google_registered,api_1_data_phone_social_profiles_ecommerce_amazon_registered,api_1_data_phone_social_profiles_socialMedia_facebook_registered,api_1_data_phone_social_profiles_socialMedia_twitter_registered,api_1_data_phone_social_profiles_socialMedia_instagram_registered,api_1_data_phone_social_profiles_professional_microsoft_registered,api_1_data_phone_social_profiles_professional_linkedin_registered,api_1_data_phone_social_profiles_messaging_telegram_registered,api_1_data_phone_social_profiles_messaging_telegram_privacyStatus,api_1_data_phone_social_profiles_messaging_whatsapp_registered,api_1_data_phone_social_profiles_messaging_whatsapp_privacyStatus,api_1_data_phone_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_consumerElectronics_apple_registered,api_1_data_email_social_profiles_emailProvider_google_registered,api_1_data_email_social_profiles_emailProvider_yahoo_registered,api_1_data_email_social_profiles_ecommerce_amazon_registered,api_1_data_email_social_profiles_ecommerce_ebay_registered,api_1_data_email_social_profiles_socialMedia_facebook_registered,api_1_data_email_social_profiles_socialMedia_instagram_registered,api_1_data_email_social_profiles_socialMedia_pinterest_registered,api_1_data_email_social_profiles_socialMedia_twitter_registered,api_1_data_email_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_professional_wordpress_registered,api_1_data_email_social_profiles_professional_linkedin_registered,api_1_data_email_social_profiles_professional_microsoft_registered,api_1_data_email_social_profiles_professional_hubspot_registered,api_1_data_email_social_profiles_entertainment_spotify_registered,api_1_data_email_social_profiles_entertainment_disneyplus_registered,api_1_data_email_social_profiles_financial_paypal_registered,api_1_data_email_basic_deliverable,api_1_data_email_basic_domainDetails_registered,api_1_data_email_basic_domainDetails_disposable,api_1_data_email_basic_domainDetails_freeProvider,api_1_data_email_basic_domainDetails_websiteExists,api_1_data_email_basic_domainDetails_acceptAll,api_1_data_email_basic_breach_isBreached,api_1_Eng_originalCarrier,api_1_Eng_currentCarrier,api_1_Eng_consumer_segment,api_1_data_phone_basic_portedHistory_numberOfPorts,api_1_data_phone_social_summary_registeredProfiles,api_1_data_phone_social_summary_registeredEmailProviderProfiles,api_1_data_phone_social_summary_registeredEcommerceProfiles,api_1_data_phone_social_summary_registeredSocialMediaProfiles,api_1_data_phone_social_summary_registeredProfessionalProfiles,api_1_data_phone_social_summary_registeredMessagingProfiles,api_1_data_phone_social_summary_numberOfPhotosReturned,api_1_data_email_social_summary_registeredProfiles,api_1_data_email_social_summary_registeredConsumerElectronicsProfiles,api_1_data_email_social_summary_registeredEmailProviderProfiles,api_1_data_email_social_summary_registeredEcommerceProfiles,api_1_data_email_social_summary_registeredSocialMediaProfiles,api_1_data_email_social_summary_registeredMessagingProfiles,api_1_data_email_social_summary_registeredProfessionalProfiles,api_1_data_email_social_summary_registeredEntertainmentProfiles,api_1_data_email_social_summary_registeredFinancialProfiles,api_1_data_email_social_summary_numberOfNamesReturned,api_1_data_email_basic_breach_noOfBreaches,api_1_data_email_basic_emailTenure,api_1_Eng_data_email_basic_breach_lastBreach_delta,api_1_Eng_platform_availability,api_1_Eng_data_phone_social_profiles_messaging_whatsapp_photo_availability,api_1_Eng_frequent_user,api_1_Eng_registeredEcommerceProfiles_comparison,api_1_Eng_registeredEmailProviderProfiles_comparison,api_1_Eng_registeredMessagingProfiles_comparison,api_1_Eng_registeredProfessionalProfiles_comparison,api_1_Eng_available_top3_segments,name_available,name_similarity_match_with_email_before_domain,location_present,location,photo_present,employement_history_count,recent_employer_name,education_history_count,designation_present,current_designation,number_of_designation,designation_changed,no_of_different_employer,work_experiance,joining_date_present_of_employemnt,exit_date_present_of_previous_employment,difference_between_no_joining_vs_no_exist,employer_logo_present,no_of_employer_logo_present,no_of_employement_linkedin_url_present,field_of_study_present,field_of_degree_present,field_of_school_present,first_education_completed_year_ago,current_exp_in_recent_company,total_time_spent_on_study,list_of_degree_name
RO1GFO,0,MobileApp,33999,100% - financing,NEX_TOKEN,ABU_DHABI,India,HOME,33,ADCB,5000.0,700.0,PRIME,145039,2016,7,4,645.981,1345.981,26.91962,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,False,,True,PRIVATE,True,PUBLIC,False,True,True,False,True,True,,,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,1.0,1.0,0.0,2.0,1.0,10.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,10.84,3961.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
DZ28WP,0,WebApp,54999,80% - financing,NEX_TOKEN,DUBAI,India,HUB,37,EIB,7500.0,1.0,PRIME,109592,2020,3,5,861.651,862.651,11.50201333,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,,True,,,,True,PRIVATE,False,False,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,0.0,1.0,1.0,1.0,1.0,0.0,11.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,12.26,1501.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,0.92,True,"united arab emirates, asia",False,6.0,emirates transport,5.0,False,,,False,4.0,16.53,True,True,1.0,False,,,False,False,True,20.0,6.16,9,[]
BWW9A6,1,MobileApp,39999,100% - financing,EX_TOKEN,DUBAI,Morocco,HUB,31,ADCB,8000.0,1.0,PRIME,93678,2020,3,5,626.651,627.651,7.8456375,AE,True,False,False,NOT_SUPPORTED,True,False,,True,,True,,True,PUBLIC,True,PUBLIC,True,True,True,,True,,False,,True,True,True,False,,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,6.0,1.0,0.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.31,115.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
ULBHS7,0,MobileApp,117499,100% - financing,NEX_TOKEN,DUBAI,Russian Federation,HUB,36,ENBD,20000.0,1.0,PRIME,38152,2022,1,5,1840.817667,1841.817667,9.209088333,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,True,True,,True,PRIVATE,True,PUBLIC,False,False,True,True,False,False,True,,False,False,True,False,,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,5.21,1903.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.89,True,"Dubai, United Arab Emirates",True,10.0,Major Real Estate Development,1.0,True,Head of Sales,10.0,True,10.0,15.93,True,True,1.0,True,5.0,10.0,True,True,True,14.0,0.81,5,
FG8840,0,CC,77990,100% - financing,NEX_TOKEN,DUBAI,Sudan,HUB,35,DIB,10000.0,1.0,PRIME,124779,2016,7,4,1481.81,1482.81,14.8281,AE,True,False,False,NOT_SUPPORTED,False,False,False,True,False,False,,False,,True,PUBLIC,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,,False,False,True,True,False,True,True,False,False,DU,DU,,,2.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,4.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.61,True,"Sharjah Emirate, United Arab Emirates",True,6.0,Haggar Group,1.0,True,Chief Accountant,6.0,True,6.0,10.06,True,True,0.0,True,4.0,6.0,True,True,True,12.0,4.4,4,"[""Bachelor's degree, Accounting""]"
PIY4C8,1,mSite,34999,100% - financing,NEX_TOKEN,DUBAI,Nepal,HUB,38,DIB,4000.0,1474.0,PRIME,109807,2016,7,4,664.981,2138.981,53.474525,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,,False,,True,PRIVATE,True,PUBLIC,False,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,6.0,1.0,1.0,2.0,0.0,2.0,1.0,10.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,,,8.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
O6Z125,1,MobileApp,85999,80% - financing,NEX_TOKEN,DUBAI,India,HOME,36,ADCB,15000.0,0.0,PRIME,69582,2018,5,5,1347.317667,1347.317667,8.982117778,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,False,False,,,,False,,False,True,True,False,True,False,,True,True,True,False,,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,5.0,6.21,1173.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
VVAW1S,0,MobileApp,103999,80% - financing,NEX_TOKEN,DUBAI,United Kingdom,HOME,35,ENBD,39000.0,1.0,PRIME,76910,2019,4,5,1629.317667,1630.317667,4.180301709,AE,True,False,False,NOT_SUPPORTED,False,True,True,True,False,False,,True,PRIVATE,True,PUBLIC,False,,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,0.0,1.0,2.0,0.0,2.0,1.0,9.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,6.52,1084.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
YKA242,0,MobileApp,65999,100% - financing,EX_TOKEN,DUBAI,India,HUB,29,ENBD,7000.0,1.0,PRIME,60096,2020,3,5,1033.984333,1034.984333,14.78549048,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,False,False,,,,True,PUBLIC,False,True,True,False,True,False,False,,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.14,1233.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
K2ITF0,0,MobileApp,51999,100% - financing,NEX_TOKEN,ABU_DHABI,Sudan,HUB,33,Others,6500.0,1.0,PRIME,70617,2019,4,5,814.651,815.651,12.54847692,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,False,True,,,,True,PUBLIC,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.86,1410.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
8XX5IZ,0,CC,59999,80% - financing,NEX_TOKEN,ABU_DHABI,Netherlands,HOME,38,ADCB,84000.0,18000.0,PRIME,139575,2014,9,2,2139.964333,20139.96433,23.97614802,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,False,False,,False,,False,,False,False,True,True,True,False,False,,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,ETISALAT,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,6.52,2208.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,0.88,False,,False,0.0,,0.0,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
N56080,0,MobileApp,46999,100% - financing,NEX_TOKEN,DUBAI,Egypt,HOME,36,ADCB,12000.0,1.0,PRIME,136121,2020,3,5,736.3176667,737.3176667,6.144313889,AE,True,False,False,NOT_SUPPORTED,False,False,False,True,,True,,,,True,PUBLIC,False,True,True,False,True,False,True,,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.86,164.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
W4DFWG,0,CC,55999,100% - financing,EX_TOKEN,DUBAI,United States,HOME,32,ENBD,14000.0,1.0,PRIME,26503,2023,0,5,877.3176667,878.3176667,6.273697619,AE,True,False,False,NOT_SUPPORTED,False,False,True,True,True,False,,False,,True,PRIVATE,False,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,0.0,3.0,0.0,1.0,0.0,14.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,19.0,16.1,810.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.52,True,"Dubai, United Arab Emirates",True,7.0,Dar Al Marefa Private School - Dubai,1.0,True,1st Grade Teacher,7.0,True,6.0,6.44,True,True,2.0,True,4.0,7.0,True,True,True,10.0,1.06,4,
Y86KPT,0,MobileApp,47999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,51,ENBD,5500.0,0.0,LITE,151517,2016,7,4,911.981,911.981,16.58147273,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,False,False,,,,True,PUBLIC,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,2.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,7.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
Q46OS5,0,MobileApp,67899,80% - financing,NEX_TOKEN,DUBAI,India,HUB,41,Others,9800.0,1.0,PRIME,134264,2017,6,5,1063.751,1064.751,10.86480612,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,,False,,False,,True,PRIVATE,False,True,True,False,False,,False,True,True,False,False,False,,False,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,2.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,11.77,1410.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
ZEP5TO,1,MobileApp,45899,100% - financing,NEX_TOKEN,DUBAI,Egypt,HOME,49,ENBD,5000.0,800.0,PRIME,71043,2016,7,4,872.081,1672.081,33.44162,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,False,False,,True,PRIVATE,True,PRIVATE,False,False,True,False,True,False,,,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,3.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
KPNZ83,0,MobileApp,68990,80% - financing,EX_TOKEN,DUBAI,India,HOME,35,ENBD,19006.0,0.0,PRIME,146190,2016,7,4,1310.81,1310.81,6.896822056,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,False,False,,False,,True,PUBLIC,False,,True,True,True,False,False,,True,True,True,,True,False,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,16.0,8.96,21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.69,True,"Dubai, United Arab Emirates",True,7.0,ASSA ABLOY Entrance Systems,3.0,True,Financial Controller,7.0,True,6.0,14.81,True,True,1.0,True,3.0,7.0,True,True,True,17.0,1.15,23,
X91AXC,0,MobileApp,45995,80% - financing,NEX_TOKEN,DUBAI,Philippines,HUB,30,ENBD,7000.0,1.0,PRIME,81937,2020,3,5,720.5883333,721.5883333,10.30840476,AE,True,False,False,NOT_SUPPORTED,False,True,,True,True,True,,False,,True,PUBLIC,True,True,True,False,False,False,,,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,6.0,0.0,1.0,2.0,1.0,2.0,2.0,8.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.22,810.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
Z93Q56,0,MobileApp,57999,100% - financing,EX_TOKEN,ABU_DHABI,Pakistan,HUB,29,ENBD,12000.0,1.0,PRIME,93139,2020,3,5,908.651,909.651,7.580425,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,False,False,,True,PUBLIC,True,PUBLIC,False,True,True,False,True,False,True,True,True,True,True,,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,1.0,1.0,0.0,0.0,2.0,1.0,14.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,2.0,4.13,164.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.94,False,,False,0.0,,0.0,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
MBK5MG,0,mSite,54699,100% - financing,NEX_TOKEN,DUBAI,Kyrgyzstan,HUB,33,ENBD,8000.0,2080.0,PRIME,77105,2022,1,5,856.951,2936.951,36.7118875,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,False,False,,False,,False,,False,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,3.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.22,810.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,0.27,True,"Dubai, Dubai, United Arab Emirates",True,4.0,COYA Restaurant & Pisco Bar,1.0,True,Senior waiter,4.0,True,1.0,4.65,True,True,0.0,True,4.0,4.0,True,True,True,13.0,5.73,4,
2F0BGW,0,MobileApp,69999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,32,ENBD,31500.0,0.0,PRIME,110401,2017,6,5,1096.651,1096.651,3.481431746,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,,False,,,,True,PUBLIC,False,True,True,True,True,False,False,,True,True,True,,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,0.0,1.0,1.0,0.0,1.0,1.0,12.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,7.0,9.24,1233.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
0YHJCN,1,MobileApp,25470,100% - financing,NEX_TOKEN,DUBAI,India,HUB,40,ENBD,4500.0,650.0,PRIME,120996,2018,5,5,399.03,1049.03,23.31177778,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,,True,,,,True,PUBLIC,False,True,True,False,False,False,False,,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,3.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
C2LRGA,0,MobileApp,56299,100% - financing,NEX_TOKEN,DUBAI,India,HOME,36,ENBD,14000.0,2000.0,PRIME,44945,2022,1,5,882.0176667,2882.017667,20.58584048,AE,True,False,False,NOT_SUPPORTED,False,True,False,,False,False,,,,True,PUBLIC,False,True,True,False,False,False,True,True,False,True,False,False,,True,True,False,False,False,True,True,False,True,True,False,True,DU,DU,,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,4.81,799.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
N9AWK4,0,MobileApp,71990,100% - financing,NEX_TOKEN,DUBAI,Pakistan,HUB,35,ENBD,8000.0,209.0,PRIME,101928,2017,6,5,1127.843333,1336.843333,16.71054167,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,,False,,True,PUBLIC,True,PUBLIC,False,,True,True,True,False,True,True,True,True,False,,True,False,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,1.0,1.0,0.0,2.0,2.0,11.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,5.0,12.26,1218.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
DJL29G,0,MobileApp,66630,80% - financing,NEX_TOKEN,DUBAI,Pakistan,HUB,38,ENBD,5000.0,1.0,PRIME,53595,2022,1,5,1043.87,1044.87,20.8974,AE,True,False,False,NOT_SUPPORTED,False,True,True,True,True,False,,,,True,PUBLIC,False,True,True,True,True,False,True,True,True,True,False,False,,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,0.0,1.0,3.0,0.0,1.0,1.0,10.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,7.8,1315.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
ZQA3LR,0,MobileApp,61999,100% - financing,EX_TOKEN,ABU_DHABI,Sri Lanka,HUB,37,ENBD,18000.0,1.0,PRIME,88213,2021,2,5,971.3176667,972.3176667,5.401764815,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,,False,,,,True,PUBLIC,False,,True,False,True,False,False,,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,3.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
ACSF2I,0,WebApp,89990,100% - financing,NEX_TOKEN,DUBAI,Poland,HUB,45,ADCB,52000.0,1.0,PRIME,127381,2017,6,5,1409.843333,1410.843333,2.713160256,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,False,False,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,DU,DU,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
12WPKH,0,MobileApp,28299,80% - financing,NEX_TOKEN,DUBAI,Nigeria,HUB,36,Others,8500.0,1.0,LITE,95380,2020,3,5,443.351,444.351,5.227658824,AE,True,False,False,NOT_SUPPORTED,True,True,,False,False,True,,True,PRIVATE,True,PRIVATE,False,True,True,True,True,False,True,,False,False,False,False,,True,False,True,False,False,True,True,False,True,True,False,False,DU,DU,,,5.0,1.0,1.0,0.0,1.0,2.0,0.0,8.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
IDE2AN,0,MobileApp,62999,100% - financing,NEX_TOKEN,DUBAI,Jordan,HUB,49,Others,38000.0,10000.0,PRIME,89070,2020,3,5,986.9843333,10986.98433,28.91311667,AE,True,False,False,NOT_SUPPORTED,False,True,True,True,False,False,,False,,True,PUBLIC,False,True,False,True,True,False,True,,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,7.82,1220.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
ZKXG31,0,MobileApp,89999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,37,ENBD,15000.0,1.0,PRIME,57022,2022,1,5,1409.984333,1410.984333,9.406562222,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,False,False,,,,True,PRIVATE,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.22,810.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
KPJ6GI,1,MobileApp,59999,100% - financing,NEX_TOKEN,ABU_DHABI,Philippines,HUB,38,DIB,3000.0,1.0,PRIME,97183,2017,6,5,939.9843333,940.9843333,31.36614444,AE,True,False,False,NOT_SUPPORTED,True,True,,False,True,True,,True,PRIVATE,True,PRIVATE,True,False,True,False,True,True,True,False,False,False,False,False,,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,7.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
R4YBHR,1,MobileApp,41990,100% - financing,NEX_TOKEN,ABU_DHABI,India,HOME,33,Others,8600.0,0.0,PRIME,139159,2015,8,3,1031.087778,1031.087778,11.98939277,AE,True,False,False,NOT_SUPPORTED,True,True,False,True,True,True,,False,,True,PRIVATE,False,False,True,,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,DU,DU,,,6.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
8MKXGA,0,MobileApp,164111,100% - financing,NEX_TOKEN,DUBAI,India,HOME,35,ENBD,12000.0,3000.0,PRIME,65621,2021,2,5,2571.072333,5571.072333,46.42560278,AE,True,False,False,NOT_SUPPORTED,True,False,False,False,,False,,,,True,PRIVATE,False,,True,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,11.0,12.26,810.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
